card_id,dbf_id,name,set,class,type,collectible,mechanics,text,text_sha256,implementation,playable_ready,verification
CORE_AV_337,117038,Mountain Bear,CORE,HUNTER,MINION,True,"DEATHRATTLE,TAUNT",Taunt Deathrattle: Summon two 2/4 Cubs with Taunt.,bce359c069d0bf28b71ac434b5a7efa0d1d84560c6f89b8e40ef8bb159d71394,not_implemented,False,missing
CORE_BAR_310,120787,Lightshower Elemental,CORE,PRIEST,MINION,True,"DEATHRATTLE,TAUNT",Taunt Deathrattle: Restore #8 Health to all friendly characters.,d72e97c9364f799e8cfc74e80b4ba05a2152401b644ca0fa4ad3eeb1a888484f,not_implemented,False,missing
CORE_BAR_311,130582,Devouring Plague,CORE,PRIEST,SPELL,True,"LIFESTEAL,ImmuneToSpellpower",Lifesteal. Deal $4 damage randomly split among all enemy minions.,f849d488e5410dbd6ea8cea39777644673d58547d17e3547777f32027938e9e7,not_implemented,False,missing
CORE_BAR_313,129172,Priest of An'she,CORE,PRIEST,MINION,True,"BATTLECRY,TAUNT","Taunt. Battlecry: If you've restored Health this turn, gain +3/+3.",f6038411611087bfd9b44b4cb260076ab2bcf1ef4f972f687471d456d515bb54,not_implemented,False,missing
CORE_BAR_541,126982,Runed Orb,CORE,MAGE,SPELL,True,DISCOVER,Deal $2 damage. Discover a spell.,32d9dd7959386184237f19d49a906328532551581f200b077679680046bc71d6,not_implemented,False,missing
CORE_BAR_801,117039,Wound Prey,CORE,HUNTER,SPELL,True,,Deal $1 damage. Summon a 1/1 Hyena with Rush.,681638f6f70566b82ee393a74df254bc5e1f7a13e093a104546e9163a8473ceb,not_implemented,False,missing
CORE_BAR_812,120392,Oasis Ally,CORE,MAGE,SPELL,True,SECRET,"Secret: When a friendly minion is attacked, summon a 3/6 Water Elemental.",f0daa0b5d7681cb51b1cea4e1bf8b9eec503dac983ee69775f65e1f88b2f0d3d,not_implemented,False,missing
CORE_BAR_878,130580,Veteran Warmedic,CORE,PALADIN,MINION,True,TRIGGER_VISUAL,"After you cast a Holy spell, summon a 2/2 Medic with Lifesteal.",fc7a110baef1802ec6314fbc0d8f6579475098965ae003e0659cecf7fc404798,not_implemented,False,missing
CORE_BOT_222,102212,Spirit Bomb,CORE,WARLOCK,SPELL,True,,Deal $4 damage to a minion and your hero.,18ced0d0965173fe0e1c8024402cbcdf2a44e5b108e790b07c5a327feba9d235,not_implemented,False,missing
CORE_BOT_256,129846,Astromancer,CORE,MAGE,MINION,True,BATTLECRY,Battlecry: Summon a random minion with Cost equal to your hand size.,d5e80c23c037eb54d8584fdd9031e921caeaea55af0b322f34e1d52280edeb2d,not_implemented,False,missing
CORE_BOT_451,106323,Voltaic Burst,CORE,SHAMAN,SPELL,True,OVERLOAD,Summon two 1/1 Sparks with Rush. Overload: (1),97debd2c8eb283fbc05b3b668cb8cff4aa5119e8d886e35e267682c195de775f,not_implemented,False,missing
CORE_BOT_576,130525,Crazed Chemist,CORE,ROGUE,MINION,True,COMBO,Combo: Give a friendly minion +4 Attack.,8f36cc56e9518833872c18f29ea4ccea1de12a9a9df0ded4c1c62e56be923325,not_implemented,False,missing
CORE_BRM_013,69691,Quick Shot,CORE,HUNTER,SPELL,True,AFFECTED_BY_SPELL_POWER,"Deal $3 damage. If your hand is empty, draw a card.",a4f5bce8d1f466c3f930a4bae74442f0afaea936b83533712f634ccb55fbeedf,not_implemented,False,missing
CORE_BT_035,69558,Chaos Strike,CORE,DEMONHUNTER,SPELL,True,,Give your hero +2 Attack this turn. Draw a card.,499418d4c0b7d6bf63843cbccb293734428cb09ba51506f10875d52228192147,not_implemented,False,missing
CORE_BT_072,126976,Deep Freeze,CORE,MAGE,SPELL,True,FREEZE,Freeze an enemy. Summon two 3/6 Water Elementals.,fce8c00f1a9c0cc590a76cd4d92890bf0aa96e559187bc34d76d9124f100db5f,not_implemented,False,missing
CORE_BT_120,127474,Warmaul Challenger,CORE,WARRIOR,MINION,True,BATTLECRY,Battlecry: Choose an enemy minion. Battle it to the death!,197551cbfe505e96bcc0d721800624aa0ace1512e6ce75935f5265060059e948,legacy_compatibility,True,focused_or_regression_tests
CORE_BT_156,127593,Imprisoned Vilefiend,CORE,NEUTRAL,MINION,True,RUSH,Dormant for 2 turns. Rush,bebe07dfffa47d59d60ef6f7b4308e54af1bf4892d24f9699337131b178ba3cd,legacy_compatibility,True,focused_or_regression_tests
CORE_BT_187,102184,Kayn Sunfury,CORE,DEMONHUNTER,MINION,True,"AURA,CHARGE",Charge All friendly attacks ignore Taunt.,9092de833b9ac7fc972a9eb3975a924b86953fafd33adb7721171c492dcf2fcb,legacy_compatibility,True,focused_or_regression_tests
CORE_BT_201,130286,Augmented Porcupine,CORE,HUNTER,MINION,True,DEATHRATTLE,Deathrattle: Deal this minion's Attack damage randomly split among all enemies.,3884c1e77123f6f941ef0f6a927001fed5206895165a0f7dd1916912cf3a6bb3,legacy_compatibility,True,focused_or_regression_tests
CORE_BT_292,102197,Hand of A'dal,CORE,PALADIN,SPELL,True,,Give a minion +2/+1. Draw a card.,8a865782fc3ef2bb0b73b8d5ec4e9d5b1cb94884e63cb0abd635a012ead8c5bd,not_implemented,False,missing
CORE_BT_321,129167,Netherwalker,CORE,DEMONHUNTER,MINION,True,"BATTLECRY,DISCOVER",Battlecry: Discover a Demon.,9f81cc26b8d71a114dab7855acca392e2061fe442424a23dc55c6b9841dd9855,not_implemented,False,missing
CORE_BT_351,69586,Battlefiend,CORE,DEMONHUNTER,MINION,True,TRIGGER_VISUAL,"After your hero attacks, gain +1 Attack.",7f0e765ebbeda40db1b20adec90a572b76df1e7a44a987ad8edc5f59d9657b63,legacy_compatibility,True,focused_or_regression_tests
CORE_BT_416,69588,Raging Felscreamer,CORE,DEMONHUNTER,MINION,True,BATTLECRY,Battlecry: The next Demon you play costs (2) less.,061257dc1fb4f5a59c2a8b48bf495b4cdff8d3349088869b70605fc9b3742b4a,not_implemented,False,missing
CORE_BT_480,69683,Crimson Sigil Runner,CORE,DEMONHUNTER,MINION,True,OUTCAST,Outcast: Draw a card.,2920387f85a6e53fd790ed3df12eef9c7122396af8a2e81255abf61730989999,legacy_compatibility,True,focused_or_regression_tests
CORE_BT_491,69684,Spectral Sight,CORE,DEMONHUNTER,SPELL,True,OUTCAST,Draw a card. Outcast: Draw another.,b0668c49a9b3b3b446a49fc19400ece3f012792453d0e4b5f607c48360c9cfdc,not_implemented,False,missing
CORE_BT_493,120878,Priestess of Fury,CORE,DEMONHUNTER,MINION,True,TRIGGER_VISUAL,"At the end of your turn, deal 6 damage randomly split among all enemies.",93c0be8480f35e4c70e0b371fc2802d51f05f2ab80083fe3191cf02e72924243,legacy_compatibility,True,focused_or_regression_tests
CORE_BT_510,129168,Wrathspike Brute,CORE,DEMONHUNTER,MINION,True,"TAUNT,TRIGGER_VISUAL","Taunt After this is attacked, deal 1 damage to all enemies.",15747788d46b9792362207f3519b4057c4a4f6098d46732bdeee15d7fefc9640,legacy_compatibility,True,focused_or_regression_tests
CORE_BT_701,129347,Spymistress,CORE,ROGUE,MINION,True,STEALTH,Stealth,526a40a447ddd7aa52d34bb62dbf1da04dc4aba8403769d239ade80893ffef7a,legacy_compatibility,True,focused_or_regression_tests
CORE_BT_781,116718,Bulwark of Azzinoth,CORE,WARRIOR,WEAPON,True,TRIGGER_VISUAL,"Whenever your hero would take damage, this loses 1 Durability instead.",eff9d25f07746e4ea6d60abbd8dd06c447c254fb5549fec10800975b3fd5f40e,not_implemented,False,missing
CORE_BT_801,69740,Eye Beam,CORE,DEMONHUNTER,SPELL,True,"LIFESTEAL,OUTCAST",Lifesteal. Deal $3 damage to a minion. Outcast: This costs (1).,3fb32fa01a8cc38dda960507c1f00193382dd8e2b70b44471fea28bc62a85a0b,not_implemented,False,missing
CORE_BT_921,69507,Aldrachi Warblades,CORE,DEMONHUNTER,WEAPON,True,LIFESTEAL,Lifesteal,3fa7fb78015de1ab3cb62a2032789b047c7f4b247372c823a3be42abb6e9e6f1,not_implemented,False,missing
CORE_CATA_001,126887,Tichondrius,CORE,DEMONHUNTER,MINION,True,"AURA,BATTLECRY",Your hero is Immune. Battlecry: Your next Demon this turn costs (0).,5a96a1b03fa23c7a81136b33fe082c6369536f6d2074720705e03291750ca93a,legacy_compatibility,True,focused_or_regression_tests
CORE_CATA_001e,128357,Demonic Summoning,CATACLYSM,DEMONHUNTER,ENCHANTMENT,False,TAG_ONE_TURN_EFFECT,Your next Demon this turn costs (0).,a71a6d76039526e19fd3c9c8dd51eaec03c08bb5c4c57cf26d3f7df5bfd6c6e8,not_implemented,False,missing
CORE_CATA_002,126888,Calia Menethil,CORE,PRIEST,MINION,True,BATTLECRY,Battlecry: Resurrect your highest-Cost minion that died this game.,efc7240d865cd6f65d18d233c9032cfcba58bf934651ee025c390205a8309e04,not_implemented,False,missing
CORE_CATA_003,127406,Vindicator Maraad,CORE,PALADIN,MINION,False,,Not implemented yet. Use this for art/VFX for new Core card.,09cd6846f92f4b1f3582e7f38dcaa4063cd4030cd6a81c3957a65c1d14d0a73b,not_implemented,False,missing
CORE_CATA_004,127407,Rehgar Earthfury,CORE,SHAMAN,MINION,True,TRIGGER_VISUAL,"After this or an adjacent minion attacks, get a Lightning Bolt.",3fb062e7293d3bbdc3985adfd1b1ba4b7505393a52641f185a0ac37aab8e0f3c,not_implemented,False,missing
CORE_CATA_005,127408,Lord Thorval,CORE,DEATHKNIGHT,MINION,False,,Not implemented yet. Use this for art/VFX for new Core card.,09cd6846f92f4b1f3582e7f38dcaa4063cd4030cd6a81c3957a65c1d14d0a73b,not_implemented,False,missing
CORE_CATA_006,127409,Ulfar,CORE,DRUID,MINION,True,BATTLECRY,"Battlecry: Give your other minions ""Deathrattle: Summon a minion with this minion's Cost.""",230b4a0ebf1c0f3ad65221cf89d728378d352d64b14d23da1266e768aa9b73d0,not_implemented,False,missing
CORE_CATA_006e,130984,Thornspeakers' Spirit,CORE,DRUID,ENCHANTMENT,False,,Deathrattle: Summon a random minion of the same Cost.,2d65f558aa6727d3b7cf662509b832bd5c5770d1057bac11fbb77474498997bd,not_implemented,False,missing
CORE_CATA_007,127410,Consumption,CORE,DEATHKNIGHT,SPELL,True,,Deal $3 damage to two random enemy minions. Draw a card for each that dies.,90f00c448331de55e17c8cd13df956689455c5174e697ffc3fb964bfafa20648,not_implemented,False,missing
CORE_CATA_008,127411,Guardian Gargoyle,CORE,DEATHKNIGHT,MINION,False,,Not implemented yet. Use this for art/VFX for new Core card.,09cd6846f92f4b1f3582e7f38dcaa4063cd4030cd6a81c3957a65c1d14d0a73b,not_implemented,False,missing
CORE_CATA_009,127412,Death's Advance,CORE,DEATHKNIGHT,SPELL,True,,Freeze a character. Discover a spell.,f2965ef025bb1f44296677d86d1143e510d0dff60ba36f839b59089aa5fdb74d,not_implemented,False,missing
CORE_CATA_010,127413,Felscarred Seeker,CORE,DEMONHUNTER,MINION,False,,Not implemented yet. Use this for art/VFX for new Core card.,09cd6846f92f4b1f3582e7f38dcaa4063cd4030cd6a81c3957a65c1d14d0a73b,not_implemented,False,missing
CORE_CATA_011,127414,Ring of Frost,CORE,MAGE,SPELL,False,,Not implemented yet. Use this for art/VFX for new Core card.,09cd6846f92f4b1f3582e7f38dcaa4063cd4030cd6a81c3957a65c1d14d0a73b,not_implemented,False,missing
CORE_CATA_012,127415,Forbidden Ritual,CORE,WARLOCK,SPELL,False,,Not implemented yet. Use this for art/VFX for new Core card.,09cd6846f92f4b1f3582e7f38dcaa4063cd4030cd6a81c3957a65c1d14d0a73b,not_implemented,False,missing
CORE_CATA_013,127416,Slimescale Myrmidon,CORE,NEUTRAL,MINION,False,,Not implemented yet. Use this for art/VFX for new Core card.,09cd6846f92f4b1f3582e7f38dcaa4063cd4030cd6a81c3957a65c1d14d0a73b,not_implemented,False,missing
CORE_CATA_014,127417,Crystalweaver,CORE,NEUTRAL,MINION,False,,Not implemented yet. Use this for art/VFX for new Core card.,09cd6846f92f4b1f3582e7f38dcaa4063cd4030cd6a81c3957a65c1d14d0a73b,not_implemented,False,missing
CORE_CATA_015,127418,Tricky Geist,CORE,NEUTRAL,MINION,False,,Not implemented yet. Use this for art/VFX for new Core card.,09cd6846f92f4b1f3582e7f38dcaa4063cd4030cd6a81c3957a65c1d14d0a73b,not_implemented,False,missing
CORE_CATA_016,127419,Wild Synthesis,CORE,NEUTRAL,SPELL,False,,Not implemented yet. Use this for art/VFX for new Core card.,09cd6846f92f4b1f3582e7f38dcaa4063cd4030cd6a81c3957a65c1d14d0a73b,not_implemented,False,missing
CORE_CATA_017,127420,Essence Break,CORE,NEUTRAL,SPELL,False,,Not implemented yet. Use this for art/VFX for new Core card.,09cd6846f92f4b1f3582e7f38dcaa4063cd4030cd6a81c3957a65c1d14d0a73b,not_implemented,False,missing
CORE_CFM_344,120428,"Finja, the Flying Star",CORE,NEUTRAL,MINION,True,"STEALTH,TRIGGER_VISUAL","Stealth Whenever this attacks and kills a minion, summon 2 Murlocs from your deck.",6c5ff48cbadeba919a769ff26b9c21abfa2dc49e3a9a10a91b6300c49a0a2806,legacy_compatibility,True,focused_or_regression_tests
CORE_CFM_604,120459,Greater Healing Potion,CORE,PRIEST,SPELL,True,,Restore #12 Health to a friendly character. Draw a card.,54fb2faf2f78f9d94a5117128751133d35d8bcef0e4db5a7867e0d1c8226f533,not_implemented,False,missing
CORE_CFM_670,130320,Mayor Noggenfogger,CORE,NEUTRAL,MINION,True,TRIGGER_VISUAL,All targets are chosen randomly.,a1aa8db7d6829c332e67db82841edaf623dd4fc7b5dca13e59b1e44fe95a3734,not_implemented,False,missing
CORE_CFM_753,102196,Grimestreet Outfitter,CORE,PALADIN,MINION,True,BATTLECRY,Battlecry: Give all minions in your hand +1/+1.,3fd7ff72efe6a1bf0a35fd99665922785f06f04ef836640c23d87c27834c21ed,not_implemented,False,missing
CORE_CFM_781,120463,"Shaku, the Collector",CORE,ROGUE,MINION,True,"STEALTH,TRIGGER_VISUAL","Stealth Whenever this attacks, add a card from another class to your hand.",f6e5678666e205049cc2bf7a76b385a9e57b89b11ec1bcd6a4c17eb3cbf79d14,not_implemented,False,missing
CORE_CFM_790,102225,Dirty Rat,CORE,NEUTRAL,MINION,True,"BATTLECRY,TAUNT",Taunt Battlecry: Your opponent summons a random minion from their hand.,24feb6e98aa4de5dbc189ce385b8d93281ab66c6714c7177a42c8d83e214f597,not_implemented,False,missing
CORE_CS1_112,69508,Holy Nova,CORE,PRIEST,SPELL,True,,Deal $2 damage to all enemy minions. Restore #2 Health to all friendly characters.,9cfe1eb92996c2f94ccc07022b00c8dd05a03371e5e1618526beb09beae7d696,not_implemented,False,missing
CORE_CS1_130,69509,Holy Smite,CORE,PRIEST,SPELL,True,,Deal $3 damage to a minion.,44499b054fe6189fafafb21af7c3caa6d643b930340e3b31c760ec0f4bb99424,not_implemented,False,missing
CORE_CS2_004,120786,Power Word: Shield,CORE,PRIEST,SPELL,True,,Give a minion +2 Health. Draw a card.,8a285589fbf9ae9fba2a614406ac46fc4a89745286226dbe6ad15ceb0bc6b337,declarative,True,focused_or_regression_tests
CORE_CS2_009,69511,Mark of the Wild,CORE,DRUID,SPELL,True,,Give a minion Taunt and +2/+3. (+2 Attack/+3 Health),1465b8a2c13afe5e27f9232591d786909c16f6c67f28ce5cbb180fb6f9dc6c00,not_implemented,False,missing
CORE_CS2_023,69500,Arcane Intellect,CORE,MAGE,SPELL,True,,Draw 2 cards.,d431f7496ea56cf6c2970ab414d18e15ae296393776c135f4ec582d724ae5ae1,not_implemented,False,missing
CORE_CS2_024,111365,Frostbolt,CORE,MAGE,SPELL,True,FREEZE,Deal $3 damage to a character and Freeze it.,6eb2b8e19a847744609c55370d69793ebfc8040db877696e8404df1b13ecdaf6,not_implemented,False,missing
CORE_CS2_028,76273,Blizzard,CORE,MAGE,SPELL,True,FREEZE,Deal $2 damage to all enemy minions and Freeze them.,15d7cf52e1958ef856bde7a8d1351ad184cbb5cbe700e04f8075ae41c1b623eb,not_implemented,False,missing
CORE_CS2_029,69501,Fireball,CORE,MAGE,SPELL,True,,Deal $6 damage.,c1a9b901409f63e6d95dc0ff0d1e1b1d6e5618496ee56570ca98b3d455867ed3,declarative,True,focused_or_regression_tests
CORE_CS2_032,69502,Flamestrike,CORE,MAGE,SPELL,True,,Deal $5 damage to all enemy minions.,e44278a5e248189168fc0bbd4f0b7230991d02aec886c31cffd3f864fabbd24f,declarative,True,focused_or_regression_tests
CORE_CS2_039e,90293,Windfury,CORE,SHAMAN,ENCHANTMENT,False,,Windfury.,991c78d2149c15d72968f7e9e83fa0463715dd447afbebd702429517c32abcd6,not_implemented,False,missing
CORE_CS2_042,69516,Fire Elemental,CORE,SHAMAN,MINION,True,BATTLECRY,Battlecry: Deal 4 damage.,c4b9d8dc41b8c8eb77b2978ffe28fa18e470776cf3c4236833cc910f3312bd6e,not_implemented,False,missing
CORE_CS2_053,76293,Far Sight,CORE,SHAMAN,SPELL,True,,Draw a card. That card costs (3) less.,3b67bbfccd49f4bdbaeeeb804ff2ddf6d47ecca1e2c5cb05534db02e5dcd4516,not_implemented,False,missing
CORE_CS2_062,69519,Hellfire,CORE,WARLOCK,SPELL,True,,Deal $3 damage to ALL characters.,63052469523ecf7c4f5a06dedf728fd8ff00db4e998a4084af7a70e171fd39a7,declarative,True,focused_or_regression_tests
CORE_CS2_072,69521,Backstab,CORE,ROGUE,SPELL,True,,Deal $2 damage to an undamaged minion.,01eb3c1228aa95e51cb84c7a307be72d65d72bff423a5de2483927582587e911,not_implemented,False,missing
CORE_CS2_074,69522,Deadly Poison,CORE,ROGUE,SPELL,True,,Give your weapon +2 Attack.,62ebadccf21b504d9da1aa52e1d7eae476c330dd5643cb0d951a274bd063ab78,not_implemented,False,missing
CORE_CS2_076,69525,Assassinate,CORE,ROGUE,SPELL,True,,Destroy an enemy minion.,72562e1de706442e27e115722d5e083e43f949be4b3c6d3c9503cafff3522041,not_implemented,False,missing
CORE_CS2_093,69532,Consecration,CORE,PALADIN,SPELL,True,,Deal $2 damage to all enemies.,a856d816bd952d82386f48eb1d36293be42f6aaf47ef5a11f30cf96773764506,not_implemented,False,missing
CORE_CS2_094,102790,Hammer of Wrath,CORE,PALADIN,SPELL,True,,Deal $3 damage. Draw a card.,572d1eb2f460f659685ff148dec15aa2df6b63c2a51870b89155b9c905674023,not_implemented,False,missing
CORE_CS2_108,69535,Execute,CORE,WARRIOR,SPELL,True,,Destroy a damaged enemy minion.,a67629a656c26eb76d901524a98751999532a5474d56cd41b5097d70ee81f6eb,not_implemented,False,missing
CORE_CS2_122,69537,Raid Leader,CORE,NEUTRAL,MINION,True,AURA,Your other minions have +1 Attack.,a98b248beb2c1ee594d37a0e3d713a16168195e62e98e4a46a51c62cff826dca,legacy_compatibility,True,focused_or_regression_tests
CORE_CS2_179,69542,Sen'jin Shieldmasta,CORE,NEUTRAL,MINION,True,TAUNT,Taunt,aa1c342daeb99a7dd8a63d75bed9ad127b763c6cd74891b0ce1a090898c7534e,not_implemented,False,missing
CORE_CS2_188,69649,Abusive Sergeant,CORE,NEUTRAL,MINION,True,BATTLECRY,Battlecry: Give a minion +2 Attack this turn.,e2fe08d6a1e8c5c9ff45a9fa9347fd7fa0316f165d910c007af124425c62ef24,legacy_compatibility,True,focused_or_regression_tests
CORE_CS2_189,69565,Elven Archer,CORE,NEUTRAL,MINION,True,BATTLECRY,Battlecry: Deal 1 damage.,526d21d6a8b5a8e0ac2f17f1a00d0cf4cc824a2d891b1b10473978e19be115c4,legacy_compatibility,True,focused_or_regression_tests
CORE_CS2_222,69544,Stormwind Champion,CORE,NEUTRAL,MINION,True,AURA,Your other minions have +1/+1.,f072faffa59395bad43c6496fd18c410004cd3053408378e1903a950e3bf9533,legacy_compatibility,True,focused_or_regression_tests
CORE_DAL_575,126975,Khadgar,CORE,MAGE,MINION,True,TRIGGER_VISUAL,Your cards that summon minions summon twice as many.,376dd02ff5028c0b2fca523f82b8b732a53fc888f7fcc84d23e89dcf7a0393da,not_implemented,False,missing
CORE_DAL_720,120462,Waggle Pick,CORE,ROGUE,WEAPON,True,DEATHRATTLE,Deathrattle: Return a random friendly minion to your hand. It costs (2) less.,27313385f8f840bf58bfc24c2b0ea01fb8e7618ff934c4633923c69dfe2c60e5,not_implemented,False,missing
CORE_DMF_067,120429,Prize Vendor,CORE,NEUTRAL,MINION,True,"BATTLECRY,DEATHRATTLE",Battlecry and Deathrattle: Each player draws a card.,7d6770e991ef5f8c38b6b0d9a0e37124a8dc429236b9e3e4d49e0f4fa74d4a59,not_implemented,False,missing
CORE_DMF_511,120460,Foxy Fraud,CORE,ROGUE,MINION,True,BATTLECRY,Battlecry: Your next Combo card this turn costs (2) less.,90f945a9373ecc26b587e41882a0093de0aa870d0e2a97c12a3041921031abb4,not_implemented,False,missing
CORE_DRG_024,127088,Sky Raider,CORE,WARRIOR,MINION,True,BATTLECRY,Battlecry: Add a random Pirate to your hand.,892ae8b0c77bc9369f6b779fcb10b52e4014a146584a21f3f16ad890707e3ae4,legacy_compatibility,True,focused_or_regression_tests
CORE_DRG_079,112925,Evasive Wyrm,CORE,NEUTRAL,MINION,True,"DIVINE_SHIELD,ELUSIVE,RUSH",Rush Divine Shield Elusive,d4da5c5c19c2e3d48b2f523e64c1c847a4b63af449ab0e7ec66d2fe2fe696ba0,legacy_compatibility,True,focused_or_regression_tests
CORE_DRG_107,120971,Violet Spellwing,CORE,MAGE,MINION,True,DEATHRATTLE,Deathrattle: Add an 'Arcane Missiles' spell to your hand.,5c4d70f7640b2c9a4574963b6afa5a6eb538c9a40f0ddedafa7f1835dce5ffb7,declarative,True,focused_or_regression_tests
CORE_DRG_256,102191,Dragonbane,CORE,HUNTER,MINION,True,TRIGGER_VISUAL,"After you use your Hero Power, deal 5 damage to a random enemy.",95f2fbb3a34fbcbf7bacc4e6298d0e2e705a72a9638d87e10f9f2e0d9b49489d,legacy_compatibility,True,focused_or_regression_tests
CORE_DRG_403,120433,Blowtorch Saboteur,CORE,NEUTRAL,MINION,True,BATTLECRY,Battlecry: Your opponent's next Hero Power costs (2) more.,64f18a5c39087f4362eb713c8f4274aa4c3efe18359e2bf4b87c4e59b367ad57,not_implemented,False,missing
CORE_DS1_184,69545,Tracking,CORE,HUNTER,SPELL,True,DISCOVER,Discover a card from your deck.,84e4a1e792313de264a2c8806bdb9bffd922fe36c3f5ebed5c3b20eb758c6984,not_implemented,False,missing
CORE_DS1_185,69546,Arcane Shot,CORE,HUNTER,SPELL,True,,Deal $2 damage.,6b79a356d18c7b60fad009c20e6529ff4e9b278842b7459d77365aaca1ddaeff,not_implemented,False,missing
CORE_EDR_001,117307,Babbling Bookcase,CORE,MAGE,MINION,True,BATTLECRY,Battlecry: Add 2 random Mage spells to your hand.,5899d8e9e3efa8d1a35216950809169f9b880d491e69fdd5447c4e038bb6813c,not_implemented,False,missing
CORE_EDR_002,117308,Poison Breath,CORE,DEATHKNIGHT,SPELL,True,,Give a friendly Undead Poisonous.,bcbfc66709a0bdef24a9de0d7f3105573cd42bcd93536e802f845de74a87b29e,not_implemented,False,missing
CORE_EDR_002e,117309,Deathly Poison,CORE,DEATHKNIGHT,ENCHANTMENT,False,POISONOUS,Poisonous,573c8b628420891981b2eb72fec57c17cfa2cade0f4010bcd47c87c019783164,not_implemented,False,missing
CORE_EDR_003,118765,Falric,CORE,DEATHKNIGHT,MINION,True,"AURA,BATTLECRY",You gain twice as many Corpses as normal. Battlecry: Draw a card that spends Corpses.,2206afdf4ae3c653980b2cb1a1422c84e77a2c311307c322d988fa9cf9fe52c4,legacy_compatibility,True,focused_or_regression_tests
CORE_EDR_004_2026,131356,Raptor Herald,CORE,NEUTRAL,MINION,True,"BATTLECRY,DISCOVER",Rewind Battlecry: Discover a Beast with a Dark Gift. Kindred: It costs (1) less.,ed8445fe8ae37975085bcce3122961a9a5d0fe77dd8d5629fe68fbb64e348f9b,not_implemented,False,missing
CORE_ETC_111,130822,Merch Seller,CORE,NEUTRAL,MINION,True,TRIGGER_VISUAL,"At the end of your turn, put a random spell on the top of your opponent's deck.",2429ac8f27854d121021b417811e95f3ab2d93a050cebb1b7bbc3c70c28223aa,not_implemented,False,missing
CORE_ETC_523,117395,Death Metal Knight,CORE,DEATHKNIGHT,MINION,True,TAUNT,Taunt Costs Health instead of Mana if your hero was healed this turn.,76dc3a529579c183a3ea5037faab860d1da35db8cf669afaf76cc8507253fa53,not_implemented,False,missing
CORE_EX1_002,102217,The Black Knight,CORE,NEUTRAL,MINION,True,"BATTLECRY,TRADEABLE",Tradeable Battlecry: Destroy an enemy minion with Taunt.,265e5e3020cec64e971e0773c59762975559a446942eefed8fed9b3e87a57f3e,legacy_compatibility,True,focused_or_regression_tests
CORE_EX1_005,69652,Big Game Hunter,CORE,NEUTRAL,MINION,True,"BATTLECRY,TRADEABLE",Tradeable Battlecry: Destroy a minion with 7 or more Attack.,1c2cad353ace1321982ccc9643aee592ed3e50f0a24f3dcc3a6a943215f95e13,not_implemented,False,missing
CORE_EX1_007,76316,Acolyte of Pain,CORE,NEUTRAL,MINION,True,TRIGGER_VISUAL,"Whenever this minion takes damage, draw a card.",a0cd075774f4e7a0f24738a99d59509cb8b862cf6f7e3481e4671adf1a2116d2,not_implemented,False,missing
CORE_EX1_010,69654,Worgen Infiltrator,CORE,NEUTRAL,MINION,True,STEALTH,Stealth,526a40a447ddd7aa52d34bb62dbf1da04dc4aba8403769d239ade80893ffef7a,legacy_compatibility,True,focused_or_regression_tests
CORE_EX1_011,69547,Voodoo Doctor,CORE,NEUTRAL,MINION,True,BATTLECRY,Battlecry: Restore #2 Health.,9a0d2007a1b775eb9bef31d1eb529bbf63454e84c5e0224733f7a67e4cc65aa7,legacy_compatibility,True,focused_or_regression_tests
CORE_EX1_012,69655,Bloodmage Thalnos,CORE,NEUTRAL,MINION,True,"DEATHRATTLE,SPELLPOWER",Spell Damage +1 Deathrattle: Draw a card.,b713c939ef58e3304b2f72fc284c1645f3237f963ea513f7c69a977be8591808,declarative,True,focused_or_regression_tests
CORE_EX1_014,69656,King Mukla,CORE,NEUTRAL,MINION,True,BATTLECRY,Battlecry: Give your opponent 2 Bananas.,0df7dc6668309a2bcf52fe63ea6987ca66e734de1d7f5c45476496bb264b780a,declarative,True,focused_or_regression_tests
CORE_EX1_028,69658,Stranglethorn Tiger,CORE,NEUTRAL,MINION,True,STEALTH,Stealth,526a40a447ddd7aa52d34bb62dbf1da04dc4aba8403769d239ade80893ffef7a,not_implemented,False,missing
CORE_EX1_043,76325,Twilight Drake,CORE,NEUTRAL,MINION,True,BATTLECRY,Battlecry: Gain +1 Health for each card in your hand.,da426b4ef46b5d9e56d605ef583c108ae8234eaabafcd38316765d9fa62b9be1,legacy_compatibility,True,focused_or_regression_tests
CORE_EX1_058,120578,Sunfury Protector,CORE,NEUTRAL,MINION,True,BATTLECRY,Battlecry: Give adjacent minions Taunt.,403c961f3d9d7288482bbff0a9ba1155cea2b4b5fea061ae59436c1597243bb7,not_implemented,False,missing
CORE_EX1_059,69661,Crazed Alchemist,CORE,NEUTRAL,MINION,True,BATTLECRY,Battlecry: Swap the Attack and Health of a minion.,8a37ff396282d15edab39abcd3cbc087b10b32713a1e720e05f0cc1360929025,not_implemented,False,missing
CORE_EX1_082,69662,Mad Bomber,CORE,NEUTRAL,MINION,True,BATTLECRY,Battlecry: Deal 3 damage randomly split between all other characters.,e42d886736df2da48db44fba62a402a4918deade433490b3b5269dd8e053a042,not_implemented,False,missing
CORE_EX1_096,69665,Loot Hoarder,CORE,NEUTRAL,MINION,True,DEATHRATTLE,Deathrattle: Draw a card.,3d661d10ac53627f31c4f5970177bc73c803a4499b5d408fae268582c646f669,not_implemented,False,missing
