pool,card_id,name,card_class,set,type,cost,attack,health_or_durability,races,mechanics,text,status
weapon,JAIL_875,Staff of Trickery,DRUID,ESCAPEFROM_VIOLET_HOLD,WEAPON,4,1,4,,"DISCOVER,TRIGGER_VISUAL","[x]After your hero attacks, <b>Discover</b> a Druid card. Reduce its Cost by your hero's Attack.",needs_rule
weapon,MEND_803,Emboldening Blade,PALADIN,CATACLYSM,WEAPON,5,3,2,,BATTLECRY,[x]<b>Battlecry:</b> Give your Silver Hand Recruits +1/+1 this game.,generated_supported
weapon,RLK_067,Corrupted Ashbringer,DEATHKNIGHT,CORE,WEAPON,6,5,2,,LIFESTEAL,<b>Lifesteal</b>,generated_supported
weapon,TIME_444,Time-Lost Glaive,DEMONHUNTER,TIME_TRAVEL,WEAPON,1,2,2,,DEATHRATTLE,<b>Deathrattle:</b> Get a random Demon from the past.,needs_rule
weapon,TLC_478,Axe of the Forefathers,WARRIOR,THE_LOST_CITY,WEAPON,3,2,2,,TRIGGER_VISUAL,"After your hero attacks, deal 1 damage to all minions.",generated_supported
weapon,TLC_833,Insect Claw,DEMONHUNTER,THE_LOST_CITY,WEAPON,3,2,2,,TRIGGER_VISUAL,"After your hero attacks, summon a 2/1 Grub with <b>Rush</b>.",generated_supported
one_cost_minion,CAP_004,Disguised Operator,ROGUE,ESCAPEFROM_VIOLET_HOLD,MINION,1,4,2,,"DEATHRATTLE,RUSH",[x] Can be played on either side. <b>Rush</b>. <b>Deathrattle:</b> Your opponent draws 2 cards.,generated_supported
one_cost_minion,CAP_107,Cannonmaster,WARRIOR,ESCAPEFROM_VIOLET_HOLD,MINION,1,3,1,"DRAENEI,PIRATE",BATTLECRY,[x]<b>Battlecry:</b> Get a 1/1 Cannoneer that deals 1 damage to a random enemy at end of turn.,direct_supported
one_cost_minion,CATA_130,Crystalspine Cub,DRUID,CATACLYSM,MINION,1,1,1,BEAST,TRIGGER_VISUAL,"Whenever you spend your last Mana Crystal, gain +1/+1.",generated_supported
one_cost_minion,CATA_200,Agent of the Old Ones,ROGUE,CATACLYSM,MINION,1,2,1,DEMON,BATTLECRY,[x]<b>Battlecry:</b> Choose a card in your hand to  transform into a Coin.,generated_supported
one_cost_minion,CATA_210,Twilight Egg,NEUTRAL,CATACLYSM,MINION,1,0,2,,"DEATHRATTLE,TRIGGER_VISUAL",[x]<b>Deathrattle:</b> Summon a {0}/{1} Whelp. <i>(Gains +1/+1   at the start of your turns!)  </i>,generated_supported
one_cost_minion,CATA_484,Winterspring Whelp,MAGE,CATACLYSM,MINION,1,1,2,DRAGON,"BATTLECRY,DISCOVER",<b>Battlecry:</b> <b>Discover</b> a 1-Cost spell from any class.,generated_supported
one_cost_minion,CATA_556,Carrier Whelp,NEUTRAL,CATACLYSM,MINION,1,1,2,DRAGON,BATTLECRY,<b>Battlecry:</b> Get a random Dragon that costs (3) or less.,direct_supported
one_cost_minion,CATA_558,Reinforcement Rallier,HUNTER,CATACLYSM,MINION,1,2,2,,ELUSIVE,<b>Elusive</b>,generated_supported
one_cost_minion,CORE_BT_351,Battlefiend,DEMONHUNTER,CORE,MINION,1,1,2,DEMON,TRIGGER_VISUAL,"After your hero attacks, gain +1 Attack.",generated_supported
one_cost_minion,CORE_BT_480,Crimson Sigil Runner,DEMONHUNTER,CORE,MINION,1,1,1,,OUTCAST,<b>Outcast:</b> Draw a card.,generated_supported
one_cost_minion,CORE_BT_701,Spymistress,ROGUE,CORE,MINION,1,3,1,,STEALTH,<b>Stealth</b>,generated_supported
one_cost_minion,CORE_CS2_188,Abusive Sergeant,NEUTRAL,CORE,MINION,1,1,1,,BATTLECRY,<b>Battlecry:</b> Give a minion +2 Attack this turn.,generated_supported
one_cost_minion,CORE_CS2_189,Elven Archer,NEUTRAL,CORE,MINION,1,1,1,,BATTLECRY,<b>Battlecry:</b> Deal 1 damage.,generated_supported
one_cost_minion,CORE_DRG_024,Sky Raider,WARRIOR,CORE,MINION,1,1,2,PIRATE,BATTLECRY,<b>Battlecry:</b> Add a random Pirate to your hand.,generated_supported
one_cost_minion,CORE_DRG_107,Violet Spellwing,MAGE,CORE,MINION,1,2,1,"BEAST,ELEMENTAL",DEATHRATTLE,<b>Deathrattle:</b> Add an 'Arcane Missiles' spell to your hand.,generated_supported
one_cost_minion,CORE_EX1_010,Worgen Infiltrator,NEUTRAL,CORE,MINION,1,2,1,,STEALTH,<b>Stealth</b>,generated_supported
one_cost_minion,CORE_EX1_011,Voodoo Doctor,NEUTRAL,CORE,MINION,1,2,1,,BATTLECRY,<b>Battlecry:</b> Restore #2 Health.,generated_supported
one_cost_minion,CORE_EX1_193,Psychic Conjurer,PRIEST,CORE,MINION,1,1,2,UNDEAD,BATTLECRY,<b>Battlecry:</b> Copy a card in your opponent’s deck and add it to your hand.,generated_supported
one_cost_minion,CORE_EX1_319,Flame Imp,WARLOCK,CORE,MINION,1,3,2,DEMON,BATTLECRY,<b>Battlecry:</b> Deal 3 damage to your hero.,generated_supported
one_cost_minion,CORE_EX1_509,Murloc Tidecaller,NEUTRAL,CORE,MINION,1,1,2,MURLOC,TRIGGER_VISUAL,"Whenever you summon a Murloc, gain +1 Attack.",generated_supported
one_cost_minion,CORE_GIL_558,Swamp Leech,NEUTRAL,CORE,MINION,1,2,1,BEAST,LIFESTEAL,<b>Lifesteal</b>,generated_supported
one_cost_minion,CORE_ICC_038,Righteous Protector,PALADIN,CORE,MINION,1,1,1,,"DIVINE_SHIELD,TAUNT",<b>Taunt</b> <b>Divine Shield</b>,generated_supported
one_cost_minion,CORE_KAR_069,Swashburglar,ROGUE,CORE,MINION,1,1,2,PIRATE,BATTLECRY,<b>Battlecry:</b> Add a random card from another class to your hand.,generated_supported
one_cost_minion,CORE_RLK_814,Crystalsmith Cultist,PRIEST,CORE,MINION,1,1,2,,BATTLECRY,"<b>Battlecry:</b> If you're holding a Shadow spell, gain +1/+1.",generated_supported
one_cost_minion,CORE_SW_439,Vibrant Squirrel,DRUID,CORE,MINION,1,2,1,BEAST,DEATHRATTLE,"[x]<b>Deathrattle:</b> Shuffle 4 Acorns into your deck. When drawn, summon a 2/1 Squirrel.",generated_supported
one_cost_minion,CORE_ULD_191,Beaming Sidekick,NEUTRAL,CORE,MINION,1,1,2,,BATTLECRY,<b>Battlecry:</b> Give a friendly minion +2 Health.,generated_supported
one_cost_minion,CORE_ULD_723,Murmy,NEUTRAL,CORE,MINION,1,1,1,"MURLOC,UNDEAD",REBORN,<b>Reborn</b>,generated_supported
one_cost_minion,CORE_UNG_205,Glacial Shard,NEUTRAL,CORE,MINION,1,2,1,ELEMENTAL,BATTLECRY,<b>Battlecry:</b> <b>Freeze</b> an enemy.,generated_supported
one_cost_minion,CORE_UNG_809,Fire Fly,NEUTRAL,CORE,MINION,1,1,2,ELEMENTAL,BATTLECRY,<b>Battlecry</b>: Add a 1/2 Elemental to your hand.,generated_supported
one_cost_minion,CORE_UNG_912,Jeweled Macaw,HUNTER,CORE,MINION,1,1,2,BEAST,BATTLECRY,<b>Battlecry:</b> Add a random Beast to your hand.,generated_supported
one_cost_minion,CORE_WC_042,Wailing Vapor,SHAMAN,CORE,MINION,1,1,3,ELEMENTAL,TRIGGER_VISUAL,"[x]After you play an Elemental, gain +1 Attack.",generated_supported
one_cost_minion,CORE_WON_351,Small-Time Buccaneer,NEUTRAL,CORE,MINION,1,1,2,PIRATE,,Has +2 Attack while you have a weapon equipped.,generated_supported
one_cost_minion,CORE_YOD_026,Fiendish Servant,WARLOCK,CORE,MINION,1,2,1,DEMON,DEATHRATTLE,[x]<b>Deathrattle:</b> Give this minion's Attack to a random friendly minion.,generated_supported
one_cost_minion,CS3_007,Novice Zapper,SHAMAN,CORE,MINION,1,3,2,,"OVERLOAD,SPELLPOWER",<b>Spell Damage +1</b> <b>Overload:</b> (1),generated_supported
one_cost_minion,DINO_412,Tortotem,SHAMAN,THE_LOST_CITY,MINION,1,0,3,TOTEM,TRIGGER_VISUAL,"[x]At the end of your turn, get a random minion with multiple minion types.",needs_rule
one_cost_minion,DINO_434,Raptor-Nest Nurse,HUNTER,THE_LOST_CITY,MINION,1,1,1,,"BATTLECRY,DEATHRATTLE",[x]<b>Battlecry:</b> Get a random 1-Cost minion. <b><b>Deathrattle:</b> </b>Get a random 1-Cost spell.,needs_rule
one_cost_minion,EDR_456,Darkrider,WARRIOR,EMERALD_DREAM,MINION,1,1,1,DEMON,"BATTLECRY,DISCOVER","<b>Battlecry:</b> If you're holding a Dragon, <b>Discover</b> a Dragon with a <b>Dark Gift</b>.",direct_supported
one_cost_minion,EDR_469,Slumbering Sprite,NEUTRAL,EMERALD_DREAM,MINION,1,3,3,,,"[x]Starts <b>Dormant</b>. After you use your Hero Power, this awakens.",generated_supported
one_cost_minion,EDR_485,Rotheart Dryad,WARLOCK,EMERALD_DREAM,MINION,1,1,1,,DEATHRATTLE,<b>Deathrattle:</b> Draw a minion that costs (7) or more.,generated_supported
one_cost_minion,EDR_529,Plucky Podling,SHAMAN,EMERALD_DREAM,MINION,1,1,2,,TRIGGER_VISUAL,"[x]If this would transform into a minion, it transforms into one that costs (2) more.",generated_supported
one_cost_minion,EDR_816,Monstrous Mosquito,DEATHKNIGHT,EMERALD_DREAM,MINION,1,1,2,BEAST,TRIGGER_VISUAL,"At the end of your turn, give your other minions +1 Attack.",generated_supported
one_cost_minion,EDR_849,Dreambound Raptor,NEUTRAL,EMERALD_DREAM,MINION,1,2,1,BEAST,TRIGGER_VISUAL,"After you play a minion, give it a random <b>Bonus Effect</b>.",generated_supported
one_cost_minion,EDR_971,Critter Caretaker,NEUTRAL,EMERALD_DREAM,MINION,1,2,2,,TRIGGER_VISUAL,"At the end of your turn, restore #3 Health to both heroes.",generated_supported
one_cost_minion,EDR_999,Gnawing Greenfin,NEUTRAL,EMERALD_DREAM,MINION,1,1,1,MURLOC,BATTLECRY,<b>Battlecry:</b> Get a random Murloc.,generated_supported
one_cost_minion,END_022,Time-Twisted Seer,"MAGE,WARRIOR",TIME_TRAVEL,MINION,1,1,3,DRAGON,,Has <b>Spell Damage +2</b> while damaged.,generated_supported
one_cost_minion,FIR_908,Charred Chameleon,DRUID,EMERALD_DREAM,MINION,1,1,2,BEAST,BATTLECRY,"<b>Battlecry:</b> If you've used your Hero Power this turn, give a friendly minion +1/+2 and <b>Rush</b>.",generated_supported
one_cost_minion,JAIL_202,Spiderling,DRUID,ESCAPEFROM_VIOLET_HOLD,MINION,1,1,2,BEAST,AURA,Your hero has +1 Attack on your turn.,generated_supported
one_cost_minion,JAIL_442,Disguised Doctor,DEATHKNIGHT,ESCAPEFROM_VIOLET_HOLD,MINION,1,5,1,,DEATHRATTLE,[x]Can be played on either side. <b>Deathrattle:</b> Shuffle 4 Blights into your deck that deal 2 damage when drawn.,generated_supported
one_cost_minion,JAIL_452,Disguised Detective,SHAMAN,ESCAPEFROM_VIOLET_HOLD,MINION,1,4,3,,OVERLOAD,Can be played on either side. <b>Overload</b> that player for (2).,generated_supported
one_cost_minion,JAIL_460,Concealing Confection,NEUTRAL,ESCAPEFROM_VIOLET_HOLD,MINION,1,1,2,MECHANICAL,DEATHRATTLE,<b>Deathrattle:</b> Get a random weapon.,needs_rule
one_cost_minion,JAIL_501,Picklock,ROGUE,ESCAPEFROM_VIOLET_HOLD,MINION,1,1,1,,BATTLECRY,[x]All numbers on this card equal your remaining Mana. <b>Battlecry:</b> Deal 1 damage to an enemy minion.,generated_supported
one_cost_minion,JAIL_703,Gullible Guard,NEUTRAL,ESCAPEFROM_VIOLET_HOLD,MINION,1,1,3,,DEATHRATTLE,<b>Deathrattle:</b> You can say Sorry this game.,generated_supported
one_cost_minion,JAIL_880,Black Market Overseer,HUNTER,ESCAPEFROM_VIOLET_HOLD,MINION,1,1,3,,TRIGGER_VISUAL,"Whenever you play a <b>Deathrattle</b> minion, give it <b>Rush</b>.",generated_supported
one_cost_minion,MEND_040,Ash Worm,DRUID,CATACLYSM,MINION,1,6,6,BEAST,,"[x]Starts <b>Dormant</b>. When your board is full, awaken.",generated_supported
one_cost_minion,RLK_503,Body Bagger,DEATHKNIGHT,CORE,MINION,1,1,3,UNDEAD,BATTLECRY,<b>Battlecry</b>: Gain a <b>Corpse</b>.,generated_supported
one_cost_minion,RLK_958,Skeletal Sidekick,DEATHKNIGHT,CORE,MINION,1,1,2,UNDEAD,BATTLECRY,<b>Battlecry:</b> Give a friendly Undead +2 Attack.,generated_supported
one_cost_minion,TIME_058,Paltry Flutterwing,NEUTRAL,TIME_TRAVEL,MINION,1,1,1,BEAST,DEATHRATTLE,[x]<b>Deathrattle:</b> Summon a random 2-Cost minion that is <b>Dormant</b> for 2 turns.,needs_rule
one_cost_minion,TIME_606,Quel'dorei Fletcher,HUNTER,TIME_TRAVEL,MINION,1,1,3,,AURA,Your Hero Power costs (0) while your hand has 3 or less cards.,generated_supported
one_cost_minion,TIME_613,Cryofrozen Champion,DEATHKNIGHT,TIME_TRAVEL,MINION,1,2,1,,DEATHRATTLE,<b>Deathrattle:</b> Get a random <b>Legendary</b> minion. Reduce its Cost by (1).,needs_rule
one_cost_minion,TIME_876,Shapeshifter,ROGUE,TIME_TRAVEL,MINION,1,1,1,,,"[x]Each turn this is in your hand, transform into a random minion in your opponent's hand.",generated_supported
one_cost_minion,TLC_249,Sizzling Cinder,NEUTRAL,THE_LOST_CITY,MINION,1,2,1,ELEMENTAL,DEATHRATTLE,<b>Deathrattle:</b> Deal 2 damage randomly split among all enemies.,generated_supported
one_cost_minion,TLC_461,Scrappy Scavenger,MAGE,THE_LOST_CITY,MINION,1,1,1,,"BATTLECRY,DISCOVER",[x]<b>Battlecry:</b> <b>Discover</b> a card with Cost equal to your remaining Mana Crystals.,generated_supported
one_cost_minion,TLC_514,Merchant of Legend,ROGUE,THE_LOST_CITY,MINION,1,1,2,,"BATTLECRY,DISCOVER",<b>Battlecry:</b> <b>Discover</b> a <b>Legendary</b> minion. Shuffle the other two into your deck.,generated_supported
one_cost_minion,TLC_603,Platysaur,NEUTRAL,THE_LOST_CITY,MINION,1,1,2,BEAST,"BATTLECRY,DEATHRATTLE",<b>Battlecry:</b> Draw a card. <b>Deathrattle:</b> Discard it.,generated_supported
one_cost_minion,TLC_820,Glade Ecologist,PRIEST,THE_LOST_CITY,MINION,1,2,1,,DEATHRATTLE,[x]<b>Deathrattle:</b> Get a 1-Cost Holy spell that gives a minion +2 or -2 Health.,generated_supported
void_soul_demon_1,CATA_200,Agent of the Old Ones,ROGUE,CATACLYSM,MINION,1,2,1,DEMON,BATTLECRY,[x]<b>Battlecry:</b> Choose a card in your hand to  transform into a Coin.,generated_supported
void_soul_demon_1,CORE_BT_351,Battlefiend,DEMONHUNTER,CORE,MINION,1,1,2,DEMON,TRIGGER_VISUAL,"After your hero attacks, gain +1 Attack.",generated_supported
void_soul_demon_1,CORE_EX1_319,Flame Imp,WARLOCK,CORE,MINION,1,3,2,DEMON,BATTLECRY,<b>Battlecry:</b> Deal 3 damage to your hero.,generated_supported
void_soul_demon_1,CORE_YOD_026,Fiendish Servant,WARLOCK,CORE,MINION,1,2,1,DEMON,DEATHRATTLE,[x]<b>Deathrattle:</b> Give this minion's Attack to a random friendly minion.,generated_supported
void_soul_demon_1,EDR_456,Darkrider,WARRIOR,EMERALD_DREAM,MINION,1,1,1,DEMON,"BATTLECRY,DISCOVER","<b>Battlecry:</b> If you're holding a Dragon, <b>Discover</b> a Dragon with a <b>Dark Gift</b>.",direct_supported
void_soul_demon_2,CATA_612,Frostbitten Imp,NEUTRAL,CATACLYSM,MINION,2,5,3,DEMON,BATTLECRY,<b>Battlecry:</b> <b>Freeze</b> this.,generated_supported
void_soul_demon_2,CORE_BT_156,Imprisoned Vilefiend,NEUTRAL,CORE,MINION,2,3,5,DEMON,RUSH,<b>Dormant</b> for 2 turns. <b>Rush</b>,generated_supported
void_soul_demon_2,CORE_LOOT_013,Vulgar Homunculus,WARLOCK,CORE,MINION,2,2,4,DEMON,"BATTLECRY,TAUNT",<b>Taunt</b> <b>Battlecry:</b> Deal 2 damage to your hero.,generated_supported
void_soul_demon_3,CATA_490,Ocular Occultist,WARLOCK,CATACLYSM,MINION,3,3,6,DEMON,"BATTLECRY,TAUNT",[x]<b>Taunt</b> <b>Battlecry:</b> Choose a card in your hand to discard.,generated_supported
void_soul_demon_3,EDR_521,Tricky Satyr,ROGUE,EMERALD_DREAM,MINION,3,4,3,DEMON,BATTLECRY,<b>Battlecry:</b> Get a copy of the lowest Cost card in your opponent's hand.,generated_supported
void_soul_demon_3,EDR_780,Bloodthistle Illusionist,NEUTRAL,EMERALD_DREAM,MINION,3,2,4,DEMON,BATTLECRY,[x]<b>Battlecry:</b> Summon a copy of this. One secretly dies when it takes damage.,generated_supported
void_soul_demon_3,JAIL_399,Imp Gang Stooge,WARLOCK,ESCAPEFROM_VIOLET_HOLD,MINION,3,2,5,DEMON,"DEATHRATTLE,TAUNT",[x]<b>Taunt</b>. <b>Deathrattle:</b> Put two 8/8 Demons with <b>Taunt</b> and <b>Lifesteal</b> on the bottom of your deck.,generated_supported
void_soul_demon_4,CORE_TTN_843,Eredar Deceptor,DEMONHUNTER,CORE,MINION,4,3,5,DEMON,TRIGGER_VISUAL,"Whenever you draw a card, summon a 1/1 Demon with <b>Rush</b>.",generated_supported
void_soul_demon_4,EDR_102,Treacherous Tormentor,NEUTRAL,EMERALD_DREAM,MINION,4,5,4,DEMON,"BATTLECRY,DISCOVER",<b>Battlecry:</b> <b>Discover</b> a <b>Legendary</b> minion with a <b>Dark Gift</b>.,generated_supported
void_soul_demon_4,EDR_524,Shadowcloaked Assailant,ROGUE,EMERALD_DREAM,MINION,4,3,5,DEMON,BATTLECRY,"[x]<b>Battlecry:</b> If you're holding one of the same cards as your opponent, shuffle theirs into their deck.",generated_supported
void_soul_demon_4,EDR_856,Nightmare Lord Xavius,NEUTRAL,EMERALD_DREAM,MINION,4,4,4,DEMON,"BATTLECRY,DISCOVER",<b>Battlecry:</b> <b>Discover</b> a minion from your deck. Give it a <b>Dark Gift</b>.,generated_supported
void_soul_demon_4,TLC_463,Razidir,WARLOCK,THE_LOST_CITY,MINION,4,7,7,"BEAST,DEMON",BATTLECRY,[x]<b>Battlecry:</b> Discard a random card from your hand. <b>Kindred:</b> Your opponent's hand instead.,generated_supported
void_soul_demon_5,CORE_BT_510,Wrathspike Brute,DEMONHUNTER,CORE,MINION,5,3,6,DEMON,"TAUNT,TRIGGER_VISUAL","[x]<b>Taunt</b> After this is attacked, deal 1 damage to all enemies.",generated_supported
void_soul_demon_5,CORE_EX1_310,Doomguard,WARLOCK,CORE,MINION,5,5,7,DEMON,"BATTLECRY,CHARGE",<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,generated_supported
void_soul_demon_5,EDR_493,Alara'shi,DEMONHUNTER,EMERALD_DREAM,MINION,5,5,5,"BEAST,DEMON",BATTLECRY,[x]<b>Battlecry:</b> Transform minions in your hand into random Demons. <i>(They keep their   original stats and Cost.)</I>,generated_supported
void_soul_demon_5,EDR_891,Ravenous Felhunter,DEMONHUNTER,EMERALD_DREAM,MINION,5,5,3,DEMON,DEATHRATTLE,<b>Deathrattle:</b> Resurrect a friendly <b>Deathrattle</b> minion that costs (4) or less. Summon a copy of it.,generated_supported
void_soul_demon_6,CORE_ULD_165,Riftcleaver,WARLOCK,CORE,MINION,6,7,5,DEMON,BATTLECRY,<b>Battlecry:</b> Destroy a minion. Your hero takes damage equal to its Health.,generated_supported
void_soul_demon_6,DINO_138,Diabolus Rex,DEMONHUNTER,THE_LOST_CITY,MINION,6,6,5,"BEAST,DEMON",,<b>Kindred:</b> Deal 6 damage to your opponent's left and right-most minions.,generated_supported
void_soul_demon_6,JAIL_007,Sewer Imp,NEUTRAL,ESCAPEFROM_VIOLET_HOLD,MINION,6,4,6,DEMON,"DEATHRATTLE,TAUNT",[x]<b>Taunt</b> <b>Deathrattle:</b> Deal 2  damage to all enemies.,generated_supported
void_soul_demon_6,JAIL_398,IMPFERNAL!,NEUTRAL,ESCAPEFROM_VIOLET_HOLD,MINION,6,6,6,DEMON,"DEATHRATTLE,InvisibleDeathrattle",[x]<b>Deathrattle:</b> Deal 3 damage to all other characters. <i>(Also triggers in hand or deck.)</i>,generated_supported
void_soul_demon_7,CORE_BT_493,Priestess of Fury,DEMONHUNTER,CORE,MINION,7,6,7,DEMON,TRIGGER_VISUAL,"At the end of your turn, deal 6 damage randomly split among all enemies.",generated_supported
void_soul_demon_7,CORE_TTN_866,Mythical Terror,DEMONHUNTER,CORE,MINION,7,4,10,"BEAST,DEMON","LIFESTEAL,TRIGGER_VISUAL","[x]<b>Lifesteal</b> At the end of your turn, force all enemy minions to attack this.",generated_supported
void_soul_demon_7,EDR_892,Ferocious Felbat,DEMONHUNTER,EMERALD_DREAM,MINION,7,7,5,DEMON,DEATHRATTLE,[x]<b>Deathrattle:</b> Resurrect a different friendly <b>Deathrattle</b> minion that costs (5) or more. Summon a copy of it.,generated_supported
void_soul_demon_7,END_004,Remnant of Rage,"DEATHKNIGHT,DEMONHUNTER",TIME_TRAVEL,MINION,7,5,4,"DEMON,UNDEAD",BATTLECRY,[x]Costs (1) less for each minion that died this turn.  <b>Battlecry:</b> Draw 2 cards.,generated_supported
void_soul_demon_8,CORE_SW_068,Mo'arg Forgefiend,NEUTRAL,CORE,MINION,8,8,8,"DEMON,MECHANICAL","DEATHRATTLE,TAUNT",<b>Taunt</b> <b>Deathrattle:</b> Gain 8 Armor.,generated_supported
void_soul_demon_8,CS3_020,Illidari Inquisitor,DEMONHUNTER,CORE,MINION,8,8,8,DEMON,"RUSH,TRIGGER_VISUAL","<b>Rush</b>. After your hero attacks an enemy, this attacks it too.",generated_supported
void_soul_demon_8,DINO_132,Asphyxiodon,WARLOCK,THE_LOST_CITY,MINION,8,6,12,"BEAST,DEMON","TAUNT,TRIGGER_VISUAL","[x]<b>Taunt</b>. At the end of your turn, deal 5 damage to a random enemy minion.",generated_supported
void_soul_demon_9,CORE_CATA_001,Tichondrius,DEMONHUNTER,CORE,MINION,9,9,8,DEMON,"AURA,BATTLECRY",Your hero is <b>Immune</b>. <b>Battlecry:</b> Your next Demon this turn costs (0).,generated_supported
void_soul_demon_9,CORE_LOOT_368,Voidlord,WARLOCK,CORE,MINION,9,3,9,DEMON,"DEATHRATTLE,TAUNT",[x]<b>Taunt</b>  <b>Deathrattle:</b> Summon three 1/3 Demons with <b>Taunt</b>.,generated_supported
void_soul_demon_9,EDR_486,Scorching Observer,NEUTRAL,EMERALD_DREAM,MINION,9,7,9,DEMON,"LIFESTEAL,RUSH",<b>Rush</b> <b>Lifesteal</b>,generated_supported
void_soul_demon_9,JAIL_906,Moragg,WARLOCK,ESCAPEFROM_VIOLET_HOLD,MINION,9,6,5,DEMON,DEATHRATTLE,"[x]<b>Prepare</b>. <b>Deathrattle:</b> Summon a random Demon from your deck. Give it ""<b>Deathrattle:</b> Summon Moragg.""",generated_supported
void_soul_demon_10,EDR_421,Omen,DEMONHUNTER,EMERALD_DREAM,MINION,10,6,12,"BEAST,DEMON","DEATHRATTLE,RUSH,WINDFURY","[x]<b>Rush</b>, <b>Windfury</b> <b>Deathrattle:</b> Deal 1 damage to all enemies. <i>(Improves after this attacks!)</i>",generated_supported
void_soul_demon_10,JAIL_890,Captive Nathrezim,DEMONHUNTER,ESCAPEFROM_VIOLET_HOLD,MINION,10,6,12,DEMON,AURA,"<b>Prepare</b>, <b>Taunt</b> ALL minions cost (2) more.",generated_supported
